0.00000e+00 -1.74667e+02 
1.20000e+02 1.76794e-01 
1.18609e+02 -2.68052e-01 
1.17219e+02 -1.39010e-01 
1.15828e+02 3.07932e-01 
1.14437e+02 5.45912e-01 
1.13047e+02 4.17934e-01 
1.11656e+02 3.76425e-01 
1.10265e+02 5.63509e-02 
1.08875e+02 8.53574e-03 
1.07484e+02 7.80145e-01 
1.06093e+02 7.69479e-01 
1.04703e+02 7.42359e-02 
1.03312e+02 6.26496e-01 
1.01922e+02 4.73684e-01 
1.00531e+02 8.22042e-01 
9.91402e+01 1.08652e+00 
9.77496e+01 5.75087e-01 
9.63589e+01 5.09741e-01 
9.49683e+01 4.59835e-01 
9.35776e+01 -1.50900e-01 
9.21870e+01 -2.01289e-01 
9.07963e+01 6.57440e-01 
8.94057e+01 2.80328e-01 
8.80150e+01 4.36803e-01 
8.66244e+01 7.33908e-01 
8.52337e+01 1.31566e+00 
8.38431e+01 1.44253e+00 
8.24524e+01 8.99694e-01 
8.10617e+01 6.42147e-01 
7.96711e+01 1.91267e-01 
7.82804e+01 1.17890e+00 
7.68898e+01 1.54073e+00 
7.54991e+01 1.13334e+00 
7.41085e+01 1.18645e+00 
7.27178e+01 1.66469e+00 
7.13272e+01 1.14632e+00 
6.99365e+01 1.27431e+00 
6.85459e+01 1.83830e+00 
6.71552e+01 1.73045e+00 
6.57646e+01 5.40892e-01 
6.43739e+01 1.54851e+00 
6.29833e+01 2.33362e+00 
6.15926e+01 2.72093e+00 
6.02020e+01 3.14094e+00 
5.88113e+01 2.75933e+00 
5.74207e+01 2.11913e+00 
5.60300e+01 2.89705e+00 
5.46394e+01 3.22857e+00 
5.32487e+01 2.81419e+00 
5.18581e+01 3.17735e+00 
5.04674e+01 2.60877e+00 
4.90768e+01 2.81068e+00 
4.76861e+01 2.51733e+00 
4.62955e+01 1.85643e+00 
4.49048e+01 1.82237e+00 
4.35142e+01 1.72374e+00 
4.21235e+01 1.53221e+00 
4.07328e+01 1.24703e+00 
3.93422e+01 1.70668e+00 
3.79515e+01 1.33995e+00 
3.65609e+01 1.43361e+00 
3.51702e+01 1.28562e+00 
3.37796e+01 1.12293e+00 
3.23889e+01 1.91684e+00 
3.09983e+01 2.41348e+00 
2.96076e+01 2.75900e+00 
2.82170e+01 2.35518e+00 
2.68263e+01 3.00529e+00 
2.54357e+01 2.44662e+00 
2.40450e+01 3.05040e+00 
2.26544e+01 2.66941e+00 
2.12637e+01 3.59904e+00 
1.98731e+01 5.04682e+00 
1.84824e+01 5.78906e+00 
1.70918e+01 6.36608e+00 
1.57011e+01 1.02255e+01 
1.43105e+01 1.44241e+01 
1.29198e+01 1.68580e+01 
1.15292e+01 2.32829e+01 
1.01385e+01 2.58322e+01 
8.74786e+00 2.67553e+01 
7.35720e+00 3.28827e+01 
5.96655e+00 5.38314e+01 
4.57590e+00 -8.60599e+00 
3.18525e+00 1.04034e+02 
1.79460e+00 3.65311e+01 
4.03945e-01 -6.69129e+01 
-9.86707e-01 4.83262e+00 
-2.37736e+00 1.16447e+02 
-3.76801e+00 7.87669e+01 
-5.15866e+00 4.11531e+01 
-6.54931e+00 2.62033e+01 
-7.93997e+00 1.68996e+01 
-9.33062e+00 1.62563e+01 
-1.07213e+01 1.46407e+01 
-1.21119e+01 1.18544e+01 
-1.35026e+01 1.19502e+01 
-1.48932e+01 1.03820e+01 
-1.62839e+01 7.60784e+00 
-1.76745e+01 4.71889e+00 
-1.90652e+01 3.63864e+00 
-2.04558e+01 5.38223e+00 
-2.18465e+01 5.25649e+00 
-2.32371e+01 3.50727e+00 
-2.46278e+01 3.57410e+00 
-2.60184e+01 3.84424e+00 
-2.74091e+01 3.87667e+00 
-2.87997e+01 3.49125e+00 
-3.01904e+01 3.22935e+00 
-3.15810e+01 7.04793e-01 
-3.29717e+01 1.00038e+00 
-3.43623e+01 2.30583e+00 
-3.57530e+01 2.29802e+00 
-3.71437e+01 2.00144e+00 
-3.85343e+01 2.22752e+00 
-3.99250e+01 3.13527e+00 
-4.13156e+01 2.74001e+00 
-4.27063e+01 2.53660e+00 
-4.40969e+01 2.61216e+00 
-4.54876e+01 2.82207e+00 
-4.68782e+01 3.21002e+00 
-4.82689e+01 3.00574e+00 
-4.96595e+01 3.05154e+00 
-5.10502e+01 2.96856e+00 
-5.24408e+01 2.84400e+00 
-5.38315e+01 2.85713e+00 
-5.52221e+01 2.45362e+00 
-5.66128e+01 2.55250e+00 
-5.80034e+01 3.08578e+00 
