1.0524560807458e+00 2.1788801252842e-01 9.9347308278084e-03 
3.1573682422375e+00 2.1738012135029e-01 2.2446921095252e-02 
5.2622804037291e+00 2.0897521078587e-01 2.3150939494371e-02 
7.3671925652208e+00 1.7929102480412e-01 2.6913128793240e-02 
9.4721047267125e+00 1.5871562063694e-01 3.4674040973186e-02 
1.1577016888204e+01 1.2467418611050e-01 3.1245818361640e-02 
1.3681929049696e+01 1.0223112255335e-01 3.2996665686369e-02 
1.5786841211187e+01 7.6339714229107e-02 2.8993878513575e-02 
1.7891753372679e+01 7.3162801563740e-02 2.8070680797100e-02 
1.9996665534171e+01 6.8856708705425e-02 1.8987761810422e-02 
2.2101577695662e+01 7.2227366268635e-02 2.2101884707808e-02 
2.4206489857154e+01 7.7843643724918e-02 2.3780446499586e-02 
2.6311402018646e+01 8.0260865390301e-02 2.8248997405171e-02 
2.8416314180137e+01 8.5617743432522e-02 3.6801580339670e-02 
3.0521226341629e+01 9.8124727606773e-02 4.4299755245447e-02 
3.2626138503121e+01 1.0054431855679e-01 4.6757474541664e-02 
3.4731050664612e+01 1.1558154225349e-01 5.8863639831543e-02 
3.6835962826104e+01 1.2588444352150e-01 6.5121956169605e-02 
3.8940874987596e+01 1.3901789486408e-01 8.0907896161079e-02 
4.1045787149087e+01 1.6868968307972e-01 8.6673431098461e-02 
4.3150699310579e+01 2.0811080932617e-01 1.1399465799332e-01 
4.5255611472071e+01 2.5665658712387e-01 1.3437390327454e-01 
4.7360523633562e+01 3.4008121490479e-01 1.5759293735027e-01 
4.9465435795054e+01 4.5061790943146e-01 1.8629728257656e-01 
5.1570347956546e+01 5.5429255962372e-01 1.9520731270313e-01 
5.3675260118037e+01 6.6934078931808e-01 1.9373258948326e-01 
5.5780172279529e+01 7.6618969440460e-01 1.7500069737434e-01 
5.7885084441021e+01 8.2896703481674e-01 1.5765948593616e-01 
5.9989996602512e+01 8.9971220493317e-01 1.4568398892879e-01 
6.2094908764004e+01 9.5438975095749e-01 1.5314723551273e-01 
6.4199820925495e+01 1.0113469362259e+00 1.5515264868736e-01 
6.6304733086987e+01 1.1091321706772e+00 1.7195279896259e-01 
6.8409645248479e+01 1.1843596696854e+00 1.7642301321030e-01 
7.0514557409970e+01 1.2676534652710e+00 1.8242438137531e-01 
7.2619469571462e+01 1.2901170253754e+00 1.5903478860855e-01 
7.4724381732954e+01 1.3084141016006e+00 1.4978678524494e-01 
7.6829293894445e+01 1.2850425243378e+00 1.6338606178761e-01 
7.8934206055937e+01 1.1974040269852e+00 1.8136718869209e-01 
8.1039118217429e+01 1.0918306112289e+00 2.0534484088421e-01 
8.3144030378920e+01 9.4265872240067e-01 2.0779418945312e-01 
8.5248942540412e+01 7.8309381008148e-01 2.1646340191364e-01 
8.7353854701904e+01 6.4653772115707e-01 2.1266435086727e-01 
8.9458766863395e+01 5.1879519224167e-01 1.9423228502274e-01 
9.1563679024887e+01 4.0837520360947e-01 1.7020398378372e-01 
9.3668591186379e+01 3.2766205072403e-01 1.4637933671474e-01 
9.5773503347870e+01 2.6218745112419e-01 1.2075335532427e-01 
9.7878415509362e+01 2.1548262238503e-01 1.1068668961525e-01 
9.9983327670854e+01 1.7489354312420e-01 9.0935744345188e-02 
1.0208823983235e+02 1.4720213413239e-01 8.3711691200733e-02 
1.0419315199384e+02 1.2365843355656e-01 6.5835431218147e-02 
1.0629806415533e+02 1.0772956907749e-01 5.9894062578678e-02 
1.0840297631682e+02 8.9032515883446e-02 5.5081117898226e-02 
1.1050788847831e+02 7.7746465802193e-02 4.8793263733387e-02 
1.1261280063980e+02 6.6135048866272e-02 4.3961100280285e-02 
1.1471771280130e+02 5.6249536573887e-02 4.2506169527769e-02 
1.1682262496279e+02 5.1343675702810e-02 3.9509795606136e-02 
1.1892753712428e+02 4.5822199434042e-02 3.7264700978994e-02 
1.2103244928577e+02 4.2507417500019e-02 4.0812328457832e-02 
1.2313736144726e+02 3.9577115327120e-02 4.0621958673000e-02 
1.2524227360875e+02 3.9804782718420e-02 4.1917428374290e-02 
1.2734718577025e+02 3.6824777722359e-02 3.8977310061455e-02 
1.2945209793174e+02 3.8292314857244e-02 4.0973305702209e-02 
1.3155701009323e+02 3.4949842840433e-02 3.5916183143854e-02 
1.3366192225472e+02 3.1646486371756e-02 3.5653609782457e-02 
1.3576683441621e+02 3.3666506409645e-02 3.6173149943352e-02 
1.3787174657770e+02 3.0900603160262e-02 3.4197982400656e-02 
1.3997665873920e+02 2.8553022071719e-02 3.2270383089781e-02 
1.4208157090069e+02 2.8376184403896e-02 3.4038361161947e-02 
1.4418648306218e+02 2.7894685044885e-02 3.5333864390850e-02 
1.4629139522367e+02 2.4003265425563e-02 3.6132946610451e-02 
1.4839630738516e+02 2.5289865210652e-02 3.5376355051994e-02 
1.5050121954665e+02 2.5197928771377e-02 3.2142631709576e-02 
1.5260613170815e+02 2.3442868143320e-02 3.2622359693050e-02 
1.5471104386964e+02 1.8570421263576e-02 3.3096145838499e-02 
1.5681595603113e+02 1.8813883885741e-02 3.4427281469107e-02 
1.5892086819262e+02 1.5833687037230e-02 3.5742960870266e-02 
1.6102578035411e+02 1.4615232124925e-02 3.4061830490828e-02 
1.6313069251560e+02 1.2936115264893e-02 3.6518272012472e-02 
1.6523560467709e+02 1.6320042312145e-02 3.5000782459974e-02 
1.6734051683859e+02 1.6171548515558e-02 3.5714913159609e-02 
1.6944542900008e+02 1.8435489386320e-02 3.7217780947685e-02 
