1.20000e+02 2.86851e-02
1.18609e+02 1.94832e-02
1.17219e+02 2.04136e-02
1.15828e+02 2.98726e-02
1.14437e+02 4.62562e-02
1.13047e+02 6.79607e-02
1.11656e+02 9.33823e-02
1.10265e+02 1.20917e-01
1.08875e+02 1.48962e-01
1.07484e+02 1.75912e-01
1.06093e+02 2.00164e-01
1.04703e+02 2.00782e-01
1.03312e+02 1.95865e-01
1.01922e+02 1.82604e-01
1.00531e+02 1.71018e-01
9.91402e+01 1.57405e-01
9.77496e+01 1.48049e-01
9.63589e+01 1.57537e-01
9.49683e+01 1.63964e-01
9.35776e+01 1.72080e-01
9.21870e+01 1.73452e-01
9.07963e+01 1.76265e-01
8.94057e+01 1.77300e-01
8.80150e+01 1.92418e-01
8.66244e+01 1.97768e-01
8.52337e+01 2.31064e-01
8.38431e+01 2.74671e-01
8.24524e+01 3.00175e-01
8.10617e+01 3.33885e-01
7.96711e+01 3.93898e-01
7.82804e+01 4.04846e-01
7.68898e+01 3.91499e-01
7.54991e+01 3.96098e-01
7.41085e+01 3.91700e-01
7.27178e+01 4.07956e-01
7.13272e+01 4.48988e-01
6.99365e+01 4.90433e-01
6.85459e+01 5.41149e-01
6.71552e+01 5.98058e-01
6.57646e+01 6.41347e-01
6.43739e+01 6.81466e-01
6.29833e+01 7.33691e-01
6.15926e+01 8.00362e-01
6.02020e+01 8.64157e-01
5.88113e+01 9.13739e-01
5.74207e+01 9.63240e-01
5.60300e+01 9.87602e-01
5.46394e+01 1.00004e+00
5.32487e+01 9.97914e-01
5.18581e+01 9.88585e-01
5.04674e+01 9.23833e-01
4.90768e+01 8.63337e-01
4.76861e+01 8.10970e-01
4.62955e+01 7.44408e-01
4.49048e+01 6.85521e-01
4.35142e+01 6.23839e-01
4.21235e+01 5.65400e-01
4.07328e+01 5.21505e-01
3.93422e+01 5.18631e-01
3.79515e+01 5.08843e-01
3.65609e+01 5.37779e-01
3.51702e+01 5.50965e-01
3.37796e+01 5.65728e-01
3.23889e+01 5.97429e-01
3.09983e+01 6.39371e-01
2.96076e+01 6.41169e-01
2.82170e+01 6.30376e-01
2.68263e+01 6.73036e-01
2.54357e+01 6.97806e-01
2.40450e+01 8.51972e-01
2.26544e+01 1.14974e+00
2.12637e+01 1.48189e+00
1.98731e+01 1.59062e+00
1.84824e+01 2.61095e+00
1.70918e+01 3.85486e+00
1.57011e+01 5.02538e+00
1.43105e+01 6.11916e+00
1.29198e+01 7.10672e+00
1.15292e+01 7.91606e+00
1.01385e+01 8.54032e+00
8.74786e+00 9.00505e+00
7.35720e+00 9.25038e+00
5.96655e+00 9.24082e+00
-6.54931e+00 8.93579e+00
-7.93997e+00 8.38734e+00
-9.33062e+00 7.62987e+00
-1.07213e+01 6.72047e+00
-1.21119e+01 5.72039e+00
-1.35026e+01 4.64429e+00
-1.48932e+01 3.67012e+00
-1.62839e+01 2.76839e+00
-1.76745e+01 1.98518e+00
-1.90652e+01 1.43972e+00
-2.04558e+01 1.69162e+00
-2.18465e+01 1.56376e+00
-2.32371e+01 1.33465e+00
-2.46278e+01 1.16857e+00
-2.60184e+01 1.03265e+00
-2.74091e+01 9.20116e-01
-2.87997e+01 8.90179e-01
-3.01904e+01 8.94514e-01
-3.15810e+01 8.83573e-01
-3.29717e+01 8.25051e-01
-3.43623e+01 7.59165e-01
-3.57530e+01 7.55202e-01
-3.71437e+01 7.80946e-01
-3.85343e+01 7.86262e-01
-3.99250e+01 8.03917e-01
-4.13156e+01 8.50196e-01
-4.27063e+01 9.07823e-01
-4.40969e+01 9.58274e-01
-4.54876e+01 1.03711e+00
-4.68782e+01 1.04215e+00
-4.82689e+01 1.02402e+00
-4.96595e+01 1.03184e+00
-5.10502e+01 1.03185e+00
-5.24408e+01 1.00248e+00
-5.38315e+01 9.52853e-01
-5.52221e+01 9.30214e-01
-5.66128e+01 9.02833e-01
-5.80034e+01 8.59726e-01
-5.93941e+01 8.07126e-01
-6.07847e+01 7.54418e-01
-6.21754e+01 7.28334e-01
-6.35660e+01 7.01092e-01
-6.49567e+01 6.75272e-01
-6.63473e+01 6.44931e-01
-6.77380e+01 6.20488e-01
-6.91286e+01 5.93766e-01
-7.05193e+01 5.53522e-01
-7.19099e+01 5.18031e-01
-7.33006e+01 5.02808e-01
-7.46913e+01 4.69210e-01
-7.60819e+01 4.35885e-01
-7.74726e+01 4.13525e-01
-7.88632e+01 3.86387e-01
-8.02539e+01 3.57893e-01
-8.16445e+01 3.14743e-01
-8.30352e+01 3.02438e-01
-8.44258e+01 2.94682e-01
-8.58165e+01 2.84418e-01
-8.72071e+01 2.75809e-01
-8.85978e+01 2.74301e-01
-8.99884e+01 2.81685e-01
-9.13791e+01 2.83528e-01
-9.27697e+01 2.79598e-01
-9.41604e+01 2.57467e-01
-9.55510e+01 2.29159e-01
-9.69417e+01 1.93095e-01
-9.83323e+01 1.61948e-01
-9.97230e+01 1.33627e-01
-1.01114e+02 1.23699e-01
-1.02504e+02 1.15061e-01
-1.03895e+02 9.25638e-02
-1.05286e+02 7.54215e-02
-1.06676e+02 6.70318e-02
-1.08067e+02 6.09197e-02
-1.09458e+02 5.68611e-02
-1.10848e+02 5.46317e-02
-1.12239e+02 5.40074e-02
-1.13630e+02 5.47639e-02
-1.15020e+02 5.66771e-02
-1.16411e+02 5.95226e-02
-1.17801e+02 6.30764e-02
-1.19192e+02 6.71141e-02
