3.656000000000000e-01 7.121181557533794e-14 0.000000000000000e+00
4.353000000000000e-01 2.840089430077955e-13 0.000000000000000e+00
5.477000000000000e-01 5.341342518668121e-13 0.000000000000000e+00
6.349000000000000e-01 6.150052124889927e-13 0.000000000000000e+00
8.797000000000000e-01 5.150309491867577e-13 0.000000000000000e+00
1.235000000000000e+00 4.729063988917570e-13 1.045384246831123e-14
1.662000000000000e+00 3.285932176032892e-13 1.210839649819857e-14
2.159000000000000e+00 1.642276120511208e-13 3.479145113866770e-15
3.400000000000000e+00 4.878110843408305e-14 1.037344145328720e-15
4.600000000000000e+00 2.011839746502836e-14 3.683650240075616e-16
1.200000000000000e+01 3.204031894875000e-15 4.788351759722222e-17
2.200000000000000e+01 2.117129383148760e-15 4.335841334710745e-18
9.000000000000000e+00 7.446696611061729e-15 9.548944958518518e-16
1.800000000000000e+01 1.941248694086420e-15 1.239882388024691e-16
9.000000000000000e+01 3.150041493874075e-16 2.316914551950618e-17
1.200000000000000e+01 5.225549094305555e-15 5.225549094305555e-16
2.500000000000000e+01 1.669244406144000e-15 1.333476853184000e-16
6.000000000000000e+01 7.361570357555557e-16 5.154764763944446e-17
2.400000000000000e+01 1.820094141711806e-15 3.643311121527778e-17
7.000000000000000e+01 6.423512278657144e-16 1.217524472285714e-17
1.600000000000000e+02 1.022339124351563e-16 4.239252726406251e-18
8.550000000000000e+02 7.258748341848775e-19 9.432271856639650e-20
1.300000000000000e+03 6.758634704023669e-20 1.951311856804734e-21
